2,3,dfs,ulrd,6,9697,19393,20,2269.904
2,4,bfs,drlu,2,4,2,2,0.422
2,4,bfs,drul,2,4,2,2,0.503
2,4,bfs,ludr,5,9,4,4,1.035
2,4,bfs,lurd,5,9,4,4,1.034
2,4,bfs,rdlu,2,4,2,2,0.437
2,4,bfs,rdul,2,4,2,2,0.479
2,4,bfs,uldr,5,9,4,4,1.027
2,4,bfs,ulrd,5,9,4,4,1.036
2,4,dfs,drlu,2,2,3,1,0.299
2,4,dfs,drul,2,2,3,1,0.299
2,4,dfs,ludr,5,6166,12331,20,1443.946
2,4,dfs,lurd,5,7892,15783,20,1827.826
2,4,dfs,rdlu,2,2,3,1,0.296
2,4,dfs,rdul,2,2,3,1,0.292
2,4,dfs,uldr,5,8414,16827,20,1959.63
2,4,dfs,ulrd,5,9699,19397,20,2272.107
3,1,bfs,drlu,3,7,4,4,0.806
3,1,bfs,drul,3,7,4,4,0.829
3,1,bfs,ludr,6,16,7,7,1.773
3,1,bfs,lurd,6,16,7,7,1.767
3,1,bfs,rdlu,3,7,4,4,0.825
3,1,bfs,rdul,3,7,4,4,0.967
3,1,bfs,uldr,6,16,7,7,1.755
3,1,bfs,ulrd,6,16,7,7,1.778
3,1,dfs,drlu,3,3,4,2,0.391
3,1,dfs,drul,3,3,4,2,0.397
3,1,dfs,ludr,6,7989,15976,20,1875.564
3,1,dfs,lurd,6,6387,12772,20,1500.781
3,1,dfs,rdlu,3,3,4,2,0.394
3,1,dfs,rdul,3,3,4,2,0.416
3,1,dfs,uldr,6,6459,12916,20,1496.83
3,1,dfs,ulrd,6,4787,9572,20,1106.088
3,2,bfs,drlu,4,22,9,9,2.296
3,2,bfs,drul,4,22,9,9,2.303
3,2,bfs,ludr,8,34,15,15,3.696
3,2,bfs,lurd,7,27,12,12,2.998
3,2,bfs,rdlu,3,15,6,6,1.533
3,2,bfs,rdul,3,15,6,6,1.854
3,2,bfs,uldr,8,34,15,15,3.765
3,2,bfs,ulrd,7,27,12,12,2.981
3,2,dfs,drlu,16,1963,3916,20,467.851
3,2,dfs,drul,18,2296,4582,20,537.224
3,2,dfs,ludr,8,8760,17518,20,2050.073
3,2,dfs,lurd,7,6463,12924,20,1492.676
3,2,dfs,rdlu,3,3,4,2,0.39
3,2,dfs,rdul,3,3,4,2,0.391
3,2,dfs,uldr,8,8262,16522,20,1917.741
3,2,dfs,ulrd,7,5604,11206,20,1314.281
3,3,bfs,drlu,4,17,7,7,1.785
3,3,bfs,drul,4,17,7,7,2.021
3,3,bfs,ludr,8,31,13,13,3.283
3,3,bfs,lurd,8,32,14,14,3.514
3,3,bfs,rdlu,4,18,8,8,1.922
3,3,bfs,rdul,4,18,8,8,2.301
3,3,bfs,uldr,8,31,13,13,3.334
3,3,bfs,ulrd,8,32,14,14,3.443
3,3,dfs,drlu,11,11,12,14,1.431
3,3,dfs,drul,13,553,1096,20,126.94
3,3,dfs,ludr,8,7644,15286,20,1780.009
3,3,dfs,lurd,8,7895,15788,20,1834.975
3,3,dfs,rdlu,17,1762,3514,20,413.245
3,3,dfs,rdul,15,1009,2008,20,235.127
3,3,dfs,uldr,8,7190,14378,20,1703.649
3,3,dfs,ulrd,8,6776,13550,20,1593.333
3,4,bfs,drlu,5,20,9,9,2.177
3,4,bfs,drul,5,20,9,9,2.183
3,4,bfs,ludr,9,34,15,15,3.723
3,4,bfs,lurd,7,29,12,12,3.1
3,4,bfs,rdlu,3,15,6,6,1.573
3,4,bfs,rdul,3,15,6,6,1.848
3,4,bfs,uldr,9,34,15,15,3.773
3,4,bfs,ulrd,7,29,12,12,3.124
3,4,dfs,drlu,12,2329,4648,20,623.037
3,4,dfs,drul,14,3073,6136,20,722.202
3,4,dfs,ludr,9,7159,14316,20,1681.646
3,4,dfs,lurd,7,6599,13196,20,1535.408
3,4,dfs,rdlu,3,3,4,2,0.398
3,4,dfs,rdul,3,3,4,2,0.834
3,4,dfs,uldr,9,8315,16628,20,1932.421
3,4,dfs,ulrd,7,7152,14302,20,1676.209
3,5,bfs,drlu,5,16,8,8,3.69
3,5,bfs,drul,4,12,6,6,1.382
3,5,bfs,ludr,7,21,9,9,2.324
3,5,bfs,lurd,7,21,9,9,2.318
3,5,bfs,rdlu,5,16,8,8,1.803
3,5,bfs,rdul,4,12,6,6,1.645
3,5,bfs,uldr,6,17,7,7,1.852
3,5,bfs,ulrd,6,17,7,7,1.868
3,5,dfs,drlu,9,9,10,12,1.226
3,5,dfs,drul,11,1124,2240,20,264.102
3,5,dfs,ludr,7,7301,14600,20,1705.39
3,5,dfs,lurd,7,8643,17284,20,2032.809
3,5,dfs,rdlu,9,9,10,14,1.317
3,5,dfs,rdul,11,788,1568,20,185.291
3,5,dfs,uldr,6,5974,11946,20,1385.673
3,5,dfs,ulrd,6,5832,11662,20,1351.862
3,6,bfs,drlu,3,15,6,6,1.554
3,6,bfs,drul,3,15,6,6,1.634
3,6,bfs,ludr,7,29,12,12,3.093
3,6,bfs,lurd,9,34,15,15,3.718
3,6,bfs,rdlu,5,20,9,9,2.175
3,6,bfs,rdul,5,20,9,9,2.485
3,6,bfs,uldr,7,29,12,12,3.118
3,6,bfs,ulrd,9,34,15,15,3.739
3,6,dfs,drlu,3,3,4,2,0.716
3,6,dfs,drul,3,3,4,2,0.398
3,6,dfs,ludr,7,7152,14302,20,1683.283
3,6,dfs,lurd,9,8315,16628,20,1952.23
3,6,dfs,rdlu,14,3073,6136,20,723.181
3,6,dfs,rdul,12,2329,4648,20,543.558
3,6,dfs,uldr,7,6599,13196,20,1530.463
3,6,dfs,ulrd,9,7159,14316,20,1672.836
3,7,bfs,drlu,4,18,8,8,1.951
3,7,bfs,drul,4,18,8,8,1.972
3,7,bfs,ludr,8,32,14,14,3.544
3,7,bfs,lurd,8,31,13,13,3.339
3,7,bfs,rdlu,4,17,7,7,1.805
3,7,bfs,rdul,4,17,7,7,2.07
3,7,bfs,uldr,8,32,14,14,3.544
3,7,bfs,ulrd,8,31,13,13,3.372
3,7,dfs,drlu,15,1009,2008,20,236.962
3,7,dfs,drul,17,1762,3514,20,414.065
3,7,dfs,ludr,8,6776,13550,20,1585.137
3,7,dfs,lurd,8,7190,14378,20,1807.155
3,7,dfs,rdlu,13,553,1096,20,128.784
3,7,dfs,rdul,11,11,12,14,1.425
3,7,dfs,uldr,8,7895,15788,20,1828.569
3,7,dfs,ulrd,8,7644,15286,20,1786.159
3,8,bfs,drlu,4,12,6,6,1.366
3,8,bfs,drul,5,16,8,8,2.07
3,8,bfs,ludr,6,17,7,7,1.871
3,8,bfs,lurd,6,17,7,7,1.883
3,8,bfs,rdlu,4,12,6,6,1.366
3,8,bfs,rdul,5,16,8,8,2.048
3,8,bfs,uldr,7,21,9,9,2.276
3,8,bfs,ulrd,7,21,9,9,2.302
3,8,dfs,drlu,11,788,1568,20,187.268
3,8,dfs,drul,9,9,10,14,1.291
3,8,dfs,ludr,6,5832,11662,20,1368.132
3,8,dfs,lurd,6,5974,11946,20,1389.239
3,8,dfs,rdlu,11,1124,2240,20,286.716
3,8,dfs,rdul,9,9,10,12,1.213
3,8,dfs,uldr,7,8643,17284,20,1995.874
3,8,dfs,ulrd,7,7301,14600,20,1706.084
3,9,bfs,drlu,3,15,6,6,1.801
3,9,bfs,drul,3,15,6,6,1.57
3,9,bfs,ludr,7,27,12,12,2.98
3,9,bfs,lurd,8,34,15,15,3.764
3,9,bfs,rdlu,4,22,9,9,2.355
3,9,bfs,rdul,4,22,9,9,2.61
3,9,bfs,uldr,7,27,12,12,3.003
3,9,bfs,ulrd,8,34,15,15,3.731
3,9,dfs,drlu,3,3,4,2,0.396
3,9,dfs,drul,3,3,4,2,0.4
3,9,dfs,ludr,7,5604,11206,20,1305.711
3,9,dfs,lurd,8,8262,16522,20,1938.051
3,9,dfs,rdlu,18,2296,4582,20,536.978
3,9,dfs,rdul,16,1963,3916,20,460.752
3,9,dfs,uldr,7,6463,12924,20,1500.744
3,9,dfs,ulrd,8,8760,17518,20,2021.067
3,10,bfs,drlu,3,7,4,4,0.854
3,10,bfs,drul,3,7,4,4,0.942
3,10,bfs,ludr,6,16,7,7,1.806
3,10,bfs,lurd,6,16,7,7,1.782
3,10,bfs,rdlu,3,7,4,4,0.836
3,10,bfs,rdul,3,7,4,4,0.943
3,10,bfs,uldr,6,16,7,7,2.101
3,10,bfs,ulrd,6,16,7,7,1.787
3,10,dfs,drlu,3,3,4,2,0.406
3,10,dfs,drul,3,3,4,2,0.399
3,10,dfs,ludr,6,4787,9572,20,1111.923
3,10,dfs,lurd,6,6459,12916,20,1490.924
3,10,dfs,rdlu,3,3,4,2,0.403
3,10,dfs,rdul,3,3,4,2,0.399
3,10,dfs,uldr,6,6387,12772,20,1497.299
3,10,dfs,ulrd,6,7989,15976,20,1857.215
4,1,bfs,drlu,5,41,19,19,4.501
4,1,bfs,drul,5,41,19,19,4.521
4,1,bfs,ludr,8,55,24,24,5.948
4,1,bfs,lurd,7,38,16,16,4.054
4,1,bfs,rdlu,4,24,11,11,2.583
4,1,bfs,rdul,4,24,11,11,2.943
4,1,bfs,uldr,8,55,24,24,6.001
4,1,bfs,ulrd,7,38,16,16,4.095
4,1,dfs,drlu,17,3630,7249,20,868.388
4,1,dfs,drul,17,3348,6685,20,788.918
4,1,dfs,ludr,8,7392,14781,20,1726.312
4,1,dfs,lurd,7,3730,7457,20,868.628
4,1,dfs,rdlu,4,4,5,3,0.502
4,1,dfs,rdul,4,4,5,3,0.525
4,1,dfs,uldr,8,6454,12905,20,1505.562
4,1,dfs,ulrd,7,3120,6237,20,762.599
4,2,bfs,drlu,5,31,14,14,3.361
4,2,bfs,drul,5,31,14,14,3.839
4,2,bfs,ludr,9,50,22,22,5.483
4,2,bfs,lurd,9,48,21,21,5.152
4,2,bfs,rdlu,5,29,13,13,3.093
4,2,bfs,rdul,5,29,13,13,3.54
4,2,bfs,uldr,9,50,22,22,5.445
4,2,bfs,ulrd,9,48,21,21,5.234
4,2,dfs,drlu,17,1409,2807,20,329.39
4,2,dfs,drul,19,1619,3227,20,377.255
4,2,dfs,ludr,9,6078,12153,20,1418.715
4,2,dfs,lurd,9,5347,10691,20,1261.263
4,2,dfs,rdlu,18,2686,5361,20,631.136
4,2,dfs,rdul,16,1487,2963,20,348.953
4,2,dfs,uldr,9,5570,11137,20,1286.173
4,2,dfs,ulrd,9,4373,8743,20,1026.907
4,3,bfs,drlu,6,55,26,26,6.131
4,3,bfs,drul,6,55,26,26,6.055
4,3,bfs,ludr,11,72,35,35,8.278
4,3,bfs,lurd,9,52,25,25,5.849
4,3,bfs,rdlu,4,35,16,16,3.805
4,3,bfs,rdul,4,35,16,16,4.279
4,3,bfs,uldr,11,72,35,35,8.219
4,3,bfs,ulrd,9,52,25,25,5.847
4,3,dfs,drlu,6,5703,11403,20,1346.047
4,3,dfs,drul,6,5999,11995,20,1425.799
4,3,dfs,ludr,11,6343,12683,20,1488.215
4,3,dfs,lurd,9,4583,9163,20,1116.812
4,3,dfs,rdlu,4,4,5,3,0.501
4,3,dfs,rdul,4,4,5,3,0.505
4,3,dfs,uldr,11,6559,13115,20,1544.49
4,3,dfs,ulrd,9,4544,9085,20,1058.432
4,4,bfs,drlu,7,60,29,29,6.874
4,4,bfs,drul,6,47,22,22,5.875
4,4,bfs,ludr,9,60,29,29,6.917
4,4,bfs,lurd,9,60,29,29,6.859
4,4,bfs,rdlu,7,60,29,29,6.909
4,4,bfs,rdul,6,47,22,22,5.912
4,4,bfs,uldr,8,47,22,22,5.256
4,4,bfs,ulrd,8,47,22,22,5.295
4,4,dfs,drlu,15,2815,5621,20,666.289
4,4,dfs,drul,17,3277,6545,20,763.417
4,4,dfs,ludr,9,7099,14195,20,1671.646
4,4,dfs,lurd,9,7413,14823,20,1743.379
4,4,dfs,rdlu,12,1378,2747,20,339.875
4,4,dfs,rdul,14,1503,2997,20,350.779
4,4,dfs,uldr,8,4318,8633,20,1012.676
4,4,dfs,ulrd,8,3916,7829,20,912.911
4,5,bfs,drlu,5,26,12,12,2.786
4,5,bfs,drul,5,26,12,12,2.827
4,5,bfs,ludr,9,47,20,20,5.021
4,5,bfs,lurd,10,53,23,23,5.729
4,5,bfs,rdlu,6,32,15,15,3.489
4,5,bfs,rdul,6,32,15,15,3.989
4,5,bfs,uldr,9,47,20,20,5.033
4,5,bfs,ulrd,10,53,23,23,5.711
4,5,dfs,drlu,12,12,13,15,1.551
4,5,dfs,drul,14,388,765,20,89.633
4,5,dfs,ludr,9,5498,10993,20,1290.099
4,5,dfs,lurd,10,5863,11723,20,1379.766
4,5,dfs,rdlu,19,3676,7341,20,899.667
4,5,dfs,rdul,17,2370,4729,20,553.581
4,5,dfs,uldr,9,5029,10055,20,1179.597
4,5,dfs,ulrd,10,4804,9605,20,1113.945
4,6,bfs,drlu,6,50,24,24,5.585
4,6,bfs,drul,6,50,24,24,6.321
4,6,bfs,ludr,11,69,33,33,7.789
4,6,bfs,lurd,10,57,27,27,6.409
4,6,bfs,rdlu,5,38,18,18,4.203
4,6,bfs,rdul,5,38,18,18,4.779
4,6,bfs,uldr,11,69,33,33,7.818
4,6,bfs,ulrd,10,57,27,27,6.48
4,6,dfs,drlu,13,4088,8165,20,961.744
4,6,dfs,drul,15,4686,9361,20,1117.969
4,6,dfs,ludr,11,6068,12133,20,1412.878
4,6,dfs,lurd,10,5097,10191,20,1187.903
4,6,dfs,rdlu,18,1248,2485,20,291.049
4,6,dfs,rdul,16,718,1425,20,167.403
4,6,dfs,uldr,11,6302,12601,20,1461.198
4,6,dfs,ulrd,10,4953,9903,20,1153.214
4,7,bfs,drlu,6,36,16,16,3.895
4,7,bfs,drul,7,41,18,18,4.376
4,7,bfs,ludr,9,40,18,18,4.366
4,7,bfs,lurd,8,38,17,17,4.151
4,7,bfs,rdlu,5,34,15,15,3.666
4,7,bfs,rdul,6,39,17,17,4.757
4,7,bfs,uldr,10,45,20,20,4.95
4,7,bfs,ulrd,9,43,19,19,4.669
4,7,dfs,drlu,16,2318,4627,20,569.684
4,7,dfs,drul,14,1375,2741,20,324.604
4,7,dfs,ludr,9,5451,10899,20,1281.819
4,7,dfs,lurd,8,4578,9153,20,1075.842
4,7,dfs,rdlu,16,2499,4989,20,586.546
4,7,dfs,rdul,14,1433,2857,20,338.007
4,7,dfs,uldr,10,6258,12513,20,1456.929
4,7,dfs,ulrd,9,4481,8959,20,1047.684
4,8,bfs,drlu,6,40,19,19,4.396
4,8,bfs,drul,6,40,19,19,5.025
4,8,bfs,ludr,11,59,28,28,6.703
4,8,bfs,lurd,10,67,32,32,7.6
4,8,bfs,rdlu,5,48,23,23,5.35
4,8,bfs,rdul,5,48,23,23,6.063
4,8,bfs,uldr,11,59,28,28,6.742
4,8,bfs,ulrd,10,67,32,32,7.629
4,8,dfs,drlu,13,1631,3251,20,383.447
4,8,dfs,drul,15,2155,4299,20,509.524
4,8,dfs,ludr,11,5084,10165,20,1182.415
4,8,dfs,lurd,10,6159,12315,20,1424.376
4,8,dfs,rdlu,5,4417,8831,20,1040.072
4,8,dfs,rdul,5,4080,8157,20,961.644
4,8,dfs,uldr,11,5250,10497,20,1206.008
4,8,dfs,ulrd,10,5946,11889,20,1368.723
4,9,bfs,drlu,7,34,16,16,4.044
4,9,bfs,drul,7,34,16,16,3.789
4,9,bfs,ludr,11,55,24,24,6.022
4,9,bfs,lurd,8,45,19,19,4.808
4,9,bfs,rdlu,4,24,11,11,2.704
4,9,bfs,rdul,4,24,11,11,3.002
4,9,bfs,uldr,11,55,24,24,5.997
4,9,bfs,ulrd,8,45,19,19,6.344
4,9,dfs,drlu,14,2918,5825,20,698.158
4,9,dfs,drul,16,4223,8435,20,990.069
4,9,dfs,ludr,11,4937,9871,20,1149.239
4,9,dfs,lurd,8,4731,9459,20,1092.593
4,9,dfs,rdlu,4,4,5,3,0.499
4,9,dfs,rdul,4,4,5,3,0.498
4,9,dfs,uldr,11,6017,12031,20,1398.083
4,9,dfs,ulrd,8,5227,10451,20,1214.574
4,10,bfs,drlu,7,41,18,18,4.46
4,10,bfs,drul,6,36,16,16,4.493
4,10,bfs,ludr,10,45,20,20,4.974
4,10,bfs,lurd,9,43,19,19,4.684
4,10,bfs,rdlu,6,39,17,17,4.238
4,10,bfs,rdul,5,34,15,15,4.265
4,10,bfs,uldr,9,40,18,18,4.385
4,10,bfs,ulrd,8,38,17,17,4.232
4,10,dfs,drlu,14,3293,6575,20,775.266
4,10,dfs,drul,15,3021,6031,20,711.592
4,10,dfs,ludr,10,4667,9331,20,1102.435
4,10,dfs,lurd,9,5957,11911,20,1392.977
4,10,dfs,rdlu,6,3915,7827,20,925.434
4,10,dfs,rdul,5,2686,5369,20,632.673
4,10,dfs,uldr,9,4884,9765,20,1140.726
4,10,dfs,ulrd,8,5074,10145,20,1176.88
4,11,bfs,drlu,5,26,12,12,3.048
4,11,bfs,drul,5,26,12,12,2.888
4,11,bfs,ludr,9,53,23,23,7.053
4,11,bfs,lurd,9,53,23,23,5.832
4,11,bfs,rdlu,5,26,12,12,2.866
4,11,bfs,rdul,5,26,12,12,3.326
4,11,bfs,uldr,9,53,23,23,5.813
4,11,bfs,ulrd,9,53,23,23,5.82
4,11,dfs,drlu,10,10,11,13,1.328
4,11,dfs,drul,12,778,1547,20,181.87
4,11,dfs,ludr,9,6087,12171,20,1414.232
4,11,dfs,lurd,9,7764,15525,20,1784.599
4,11,dfs,rdlu,10,10,11,15,1.399
4,11,dfs,rdul,12,560,1111,20,131.0
4,11,dfs,uldr,9,8319,16635,20,1950.464
4,11,dfs,ulrd,9,9538,19073,20,2210.355
4,12,bfs,drlu,5,21,10,10,2.337
4,12,bfs,drul,5,29,13,13,3.16
4,12,bfs,ludr,8,28,12,12,3.075
4,12,bfs,lurd,8,28,12,12,3.066
4,12,bfs,rdlu,5,21,10,10,2.331
4,12,bfs,rdul,5,29,13,13,4.23
4,12,bfs,uldr,8,36,15,15,3.87
4,12,bfs,ulrd,8,36,15,15,3.895
4,12,dfs,drlu,5,1046,2089,20,245.277
4,12,dfs,drul,10,1580,3153,20,372.559
4,12,dfs,ludr,8,5139,10275,20,1200.301
4,12,dfs,lurd,8,6074,12145,20,1420.274
4,12,dfs,rdlu,5,1426,2849,20,339.657
4,12,dfs,rdul,10,1122,2237,20,258.927
4,12,dfs,uldr,16,6328,12649,20,1479.549
4,12,dfs,ulrd,16,5299,10591,20,1234.057
4,13,bfs,drlu,4,24,11,11,2.63
4,13,bfs,drul,4,24,11,11,2.946
4,13,bfs,ludr,8,45,19,19,5.008
4,13,bfs,lurd,11,55,24,24,5.992
4,13,bfs,rdlu,7,34,16,16,3.737
4,13,bfs,rdul,7,34,16,16,4.279
4,13,bfs,uldr,8,45,19,19,4.835
4,13,bfs,ulrd,11,55,24,24,5.954
4,13,dfs,drlu,4,4,5,3,0.5
4,13,dfs,drul,4,4,5,3,0.569
4,13,dfs,ludr,8,5227,10451,20,1233.463
4,13,dfs,lurd,11,6017,12031,20,1399.034
4,13,dfs,rdlu,16,4223,8435,20,1000.209
4,13,dfs,rdul,14,2918,5825,20,682.327
4,13,dfs,uldr,8,4731,9459,20,1104.775
4,13,dfs,ulrd,11,4937,9871,20,1153.259
4,14,bfs,drlu,5,48,23,23,5.384
4,14,bfs,drul,5,48,23,23,6.067
4,14,bfs,ludr,10,67,32,32,9.158
4,14,bfs,lurd,11,59,28,28,6.676
4,14,bfs,rdlu,6,40,19,19,4.435
4,14,bfs,rdul,6,40,19,19,5.192
4,14,bfs,uldr,10,67,32,32,7.61
4,14,bfs,ulrd,11,59,28,28,6.959
4,14,dfs,drlu,5,4080,8157,20,957.742
4,14,dfs,drul,5,4417,8831,20,1069.783
4,14,dfs,ludr,10,5946,11889,20,1401.678
4,14,dfs,lurd,11,5250,10497,20,1213.951
4,14,dfs,rdlu,15,2155,4299,20,500.953
4,14,dfs,rdul,13,1631,3251,20,379.396
4,14,dfs,uldr,10,6159,12315,20,1434.457
4,14,dfs,ulrd,11,5084,10165,20,1198.845
4,15,bfs,drlu,5,34,15,15,3.719
4,15,bfs,drul,6,39,17,17,4.761
4,15,bfs,ludr,8,38,17,17,5.733
4,15,bfs,lurd,9,40,18,18,4.395
4,15,bfs,rdlu,6,36,16,16,4.471
4,15,bfs,rdul,7,41,18,18,5.027
4,15,bfs,uldr,9,43,19,19,4.665
4,15,bfs,ulrd,10,45,20,20,4.903
4,15,dfs,drlu,5,2686,5369,20,657.84
4,15,dfs,drul,6,3915,7827,20,920.617
4,15,dfs,ludr,8,5074,10145,20,1187.366
4,15,dfs,lurd,9,4884,9765,20,1132.462
4,15,dfs,rdlu,15,3021,6031,20,707.121
4,15,dfs,rdul,14,3293,6575,20,791.982
4,15,dfs,uldr,9,5957,11911,20,1379.091
4,15,dfs,ulrd,10,4667,9331,20,1085.925
4,16,bfs,drlu,5,38,18,18,4.209
4,16,bfs,drul,5,38,18,18,4.22
4,16,bfs,ludr,10,57,27,27,7.154
4,16,bfs,lurd,11,69,33,33,7.83
4,16,bfs,rdlu,6,50,24,24,5.688
4,16,bfs,rdul,6,50,24,24,5.569
4,16,bfs,uldr,10,57,27,27,6.496
4,16,bfs,ulrd,11,69,33,33,7.875
4,16,dfs,drlu,16,718,1425,20,167.811
4,16,dfs,drul,18,1248,2485,20,304.066
4,16,dfs,ludr,10,4953,9903,20,1168.067
4,16,dfs,lurd,11,6302,12601,20,1480.047
4,16,dfs,rdlu,15,4686,9361,20,1115.825
4,16,dfs,rdul,13,4088,8165,20,998.766
4,16,dfs,uldr,10,5097,10191,20,1194.453
4,16,dfs,ulrd,11,6068,12133,20,1410.527
4,17,bfs,drlu,6,32,15,15,3.551
4,17,bfs,drul,6,32,15,15,3.639
4,17,bfs,ludr,10,53,23,23,5.839
4,17,bfs,lurd,9,47,20,20,5.081
4,17,bfs,rdlu,5,26,12,12,3.29
4,17,bfs,rdul,5,26,12,12,2.849
4,17,bfs,uldr,10,53,23,23,5.804
4,17,bfs,ulrd,9,47,20,20,5.073
4,17,dfs,drlu,17,2370,4729,20,560.61
4,17,dfs,drul,19,3676,7341,20,870.245
4,17,dfs,ludr,10,4804,9605,20,1111.1
4,17,dfs,lurd,9,5029,10055,20,1167.317
4,17,dfs,rdlu,14,388,765,20,89.829
4,17,dfs,rdul,12,12,13,15,1.534
4,17,dfs,uldr,10,5863,11723,20,1356.574
4,17,dfs,ulrd,9,5498,10993,20,1294.396
4,18,bfs,drlu,6,39,17,17,4.209
4,18,bfs,drul,5,34,15,15,3.667
4,18,bfs,ludr,9,43,19,19,4.755
4,18,bfs,lurd,10,45,20,20,4.992
4,18,bfs,rdlu,7,41,18,18,4.402
4,18,bfs,rdul,6,36,16,16,3.918
4,18,bfs,uldr,8,38,17,17,4.241
4,18,bfs,ulrd,9,40,18,18,4.416
4,18,dfs,drlu,14,1433,2857,20,339.642
4,18,dfs,drul,16,2499,4989,20,589.721
4,18,dfs,ludr,9,4481,8959,20,1045.854
4,18,dfs,lurd,10,6258,12513,20,1458.719
4,18,dfs,rdlu,14,1375,2741,20,320.567
4,18,dfs,rdul,16,2318,4627,20,584.104
4,18,dfs,uldr,8,4578,9153,20,1059.623
4,18,dfs,ulrd,9,5451,10899,20,1267.733
4,19,bfs,drlu,5,26,12,12,2.852
4,19,bfs,drul,5,26,12,12,2.883
4,19,bfs,ludr,9,53,23,23,5.928
4,19,bfs,lurd,9,53,23,23,5.767
4,19,bfs,rdlu,5,26,12,12,2.86
4,19,bfs,rdul,5,26,12,12,2.824
4,19,bfs,uldr,9,53,23,23,5.762
4,19,bfs,ulrd,9,53,23,23,5.847
4,19,dfs,drlu,12,560,1111,20,142.035
4,19,dfs,drul,10,10,11,15,1.405
4,19,dfs,ludr,9,9538,19073,20,2241.027
4,19,dfs,lurd,9,8319,16635,20,1945.525
